sensor_key,sensor_description,value,last_shared_date,period(min)
CO@4_0_35,House 4_Floor2_Bed1_Electric_Sockets_Status,,,
CO@4_0_37,House 4_Floor2_Bed1_Electric_Sockets_Current,0.0,2024-03-07 13:08:20,
CO@4_0_38,House 4_Floor2_Bed1_Electric_Sockets_Power,0.0,2024-03-07 13:08:18,
CO@4_0_4,House 4_Floor_Global_Electric_AppPower,111.91999816894531,2024-06-05 11:49:28,75.15
CO@4_0_40,House 4_Floor2_Bed1_Electric_Sockets_CumEnergy,,,
CO@4_0_42,House 4_Floor2_Bed2_Electric_Sockets_Control,,,
CO@4_0_43,House 4_Floor2_Bed2_Electric_Sockets_Status,,,
CO@4_0_45,House 4_Floor2_Bed2_Electric_Sockets_Current,6.11899995803833,2024-03-07 13:09:33,
CO@4_0_46,House 4_Floor2_Bed2_Electric_Sockets_Power,1465.8759765625,2024-03-07 13:09:31,
CO@4_0_48,House 4_Floor2_Bed2_Electric_Sockets_CumEnergy,,,
CO@4_0_5,House 4_Floor_Global_Electric_ReacPower,,,
CO@4_0_50,House 4_Floor2_Bed3_Electric_Sockets_Control,,,
CO@4_0_51,House 4_Floor2_Bed3_Electric_Sockets_Status,,,
CO@4_0_53,House 4_Floor2_Bed3_Electric_Sockets_Current,0.0,2023-12-11 12:12:24,
CO@4_0_54,House 4_Floor2_Bed3_Electric_Sockets_Power,0.0,2023-12-11 12:12:22,
CO@4_0_56,House 4_Floor2_Bed3_Electric_Sockets_CumEnergy,,,
CO@4_0_6,House 4_Floor_Global_Electric_PowerFactor,0.6480000019073486,2024-06-05 12:51:47,19.54
CO@4_0_66,House 4_Floor1_LivingRoom_Electric_Lights_Control,0.0,2024-03-07 13:10:30,
CO@4_0_67,House 4_Floor1_LivingRoom_Electric_Lights_Status,0.0,2024-03-07 13:10:32,
CO@4_0_69,House 4_Floor1_LivingRoom_Electric_Lights_Current,0.0,2024-03-07 13:10:59,
CO@4_0_7,House 4_Floor_Global_Electric_CumEnergy,1.3978092311486483e-39,2024-06-05 13:42:51,15.0
CO@4_0_70,House 4_Floor1_LivingRoom_Electric_Lights_Power,0.0,2024-03-07 13:10:58,
CO@4_0_72,House 4_Floor1_LivingRoom_Electric_Lights_CumEnergy,,,
CO@4_0_74,House 4_Floor1_Kitchen_Electric_Lights_Control,0.0,2024-04-09 06:41:50,
CO@4_0_75,House 4_Floor1_Kitchen_Electric_Lights_Status,0.0,2024-04-09 06:41:50,
CO@4_0_77,House 4_Floor1_Kitchen_Electric_Lights_Current,0.0,2024-01-08 09:25:30,
CO@4_0_78,House 4_Floor1_Kitchen_Electric_Lights_Power,0.0,2024-01-08 09:25:28,
CO@4_0_8,House 4_Floor_Global_Electric_CumReactEnergy,1270.0,2024-06-05 13:42:51,15.0
CO@4_0_80,House 4_Floor1_Kitchen_Electric_Lights_CumEnergy,0.0,2023-11-28 14:51:40,
CO@4_0_82,House 4_Floor1_Hallway_Electric_Lights_Control,1.0,2024-04-17 13:48:08,
CO@4_0_83,House 4_Floor1_Hallway_Electric_Lights_Status,1.0,2024-04-17 13:48:10,
CO@4_0_85,House 4_Floor1_Hallway_Electric_Lights_Current,0.0,2024-03-27 06:53:20,
CO@4_0_86,House 4_Floor1_Hallway_Electric_Lights_Power,0.0,2024-03-27 06:53:20,
CO@4_0_88,House 4_Floor1_Hallway_Electric_Lights_CumEnergy,,,
CO@4_0_9,House 4_Floor_Global_Electric_ACFrequency,50.089996337890625,2024-06-05 13:55:30,49.41
CO@4_0_90,House 4_Floor1_DiningRoom_Electric_Lights_Control,1.0,2024-03-07 12:52:02,
CO@4_0_91,House 4_Floor1_DiningRoom_Electric_Lights_Status,1.0,2024-03-07 12:52:07,
CO@4_0_93,House 4_Floor1_DiningRoom_Electric_Lights_Current,0.0,2024-03-07 14:57:54,
CO@4_0_94,House 4_Floor1_DiningRoom_Electric_Lights_Power,0.0,2024-03-07 14:57:52,
CO@4_0_96,House 4_Floor1_DiningRoom_Electric_Lights_CumEnergy,,,
CO@4_1_11,House 4_Floor2_Bathroom_Electric_Radiator_Current,0.0,2024-01-08 11:18:41,
CO@4_1_12,House 4_Floor2_Bathroom_Electric_Radiator_Power,0.0,2024-01-08 11:18:39,
CO@4_1_14,House 4_Floor2_Bathroom_Electric_Radiator_CumEnergy,,,
CO@4_1_8,House 4_Floor2_Bathroom_Electric_Radiator_Control,,,
CO@4_1_9,House 4_Floor2_Bathroom_Electric_Radiator_Status,,,
CO@4_2_0,House 4_Floor_Global_Gas_Volume,1011.1499633789062,2024-06-05 13:50:52,15.06
CO@4_3_0,House 4_Floor_Global_Water_Meter_Volume,115.30000305175781,2024-06-05 13:53:50,5.0
CO@4_3_1,House 4_Floor_Global_Water_Meter_Flow,0.0,2024-06-05 13:53:50,5.0
CO@4_3_10,House 4_Floor1_Kitchen_Water_SinkCold_Temp,10.200000000000001,2024-06-05 10:05:10,403.52
CO@4_3_11,House 4_Floor1_Kitchen_Water_SinkHot_Volume,2.382207389352189e-44,2024-03-07 13:07:03,
CO@4_3_12,House 4_Floor1_Kitchen_Water_SinkHot_Flow,0.0,2024-04-25 12:22:22,
CO@4_3_13,House 4_Floor1_Kitchen_Water_SinkHot_Temp,9.6,2024-06-04 05:28:02,665.01
CO@4_3_20,House 4_Floor2_Bathroom_Water_SinkCold_Volume,7.006492321624085e-45,2024-03-07 13:04:08,
CO@4_3_21,House 4_Floor2_Bathroom_Water_SinkCold_Flow,0.0,2024-05-09 07:35:39,
CO@4_3_22,House 4_Floor2_Bathroom_Water_SinkCold_Temp,13.0,2024-06-05 12:17:42,488.75
CO@4_3_23,House 4_Floor2_Bathroom_Water_SinkHot_Volume,1.961817850054744e-44,2024-03-07 13:04:06,
CO@4_3_24,House 4_Floor2_Bathroom_Water_SinkHot_Flow,,,
CO@4_3_25,House 4_Floor2_Bathroom_Water_SinkHot_Temp,11.3,2024-06-04 03:11:47,496.37
CO@4_3_26,House 4_Floor2_Bathroom_Water_BathCold_Volume,1.6675451725465323e-43,2024-03-07 13:04:22,
CO@4_3_27,House 4_Floor2_Bathroom_Water_BathCold_Flow,0.0,2024-05-20 13:41:02,
CO@4_3_28,House 4_Floor2_Bathroom_Water_BathCold_Temp,12.3,2024-06-05 13:30:15,366.67
CO@4_3_29,House 4_Floor2_Bathroom_Water_BathHot_Volume,9.248569864543793e-44,2024-03-07 13:04:54,
CO@4_3_30,House 4_Floor2_Bathroom_Water_BathHot_Flow,0.0,2024-05-20 13:41:02,
CO@4_3_31,House 4_Floor2_Bathroom_Water_BathHot_Temp,12.6,2024-06-05 12:33:17,368.06
CO@4_3_32,,,,
CO@4_3_33,,,,
CO@4_3_34,,,,
CO@4_3_35,,,,
CO@4_3_36,,,,
CO@4_3_37,,,,
CO@4_3_8,House 4_Floor1_Kitchen_Water_SinkCold_Volume,20.0,2023-12-11 14:01:45,
CO@4_3_83,House 4_Floor2_Bathroom_Water_ToiletCold_Volume,1.9197788961249994e-43,2024-05-24 10:18:50,
CO@4_3_84,House 4_Floor2_Bathroom_Water_ToiletCold_Flow,0.0,2024-05-24 10:19:00,
CO@4_3_85,House 4_Floor2_Bathroom_Water_ToiletCold_Temp,10.200000000000001,2024-06-04 09:42:06,465.13
CO@4_3_9,House 4_Floor1_Kitchen_Water_SinkCold_Flow,,,
CO@4_4_0,House 4_Floor1_LivingRoom_Other_Temperature,22.240000000000002,2024-06-05 13:52:21,4.99
CO@4_4_1,House 4_Floor1_LivingRoom_Other_Humidity,49.52,2024-06-05 13:56:50,5.17
CO@4_4_10,House 4_Floor1_Kitchen_Other_Temperature,23.400000000000002,2024-06-05 13:51:39,4.99
CO@4_4_100,House 4_Floor2_Bed3_Other_Temperature,20.76,2024-06-05 13:54:27,4.98
CO@4_4_101,House 4_Floor2_Bed3_Other_Humidity,57.160000000000004,2024-06-05 13:53:17,5.11
CO@4_4_102,House 4_Floor2_Bed3_Other_CO2,249.92000000000002,2024-06-05 13:54:27,4.07
CO@4_4_104,House 4_Floor2_Bed3_Other_Window1,1.0,2024-05-23 12:03:16,
CO@4_4_107,House 4_Floor2_Bed3_Other_Door1,0.0,2024-05-23 11:51:23,
CO@4_4_11,House 4_Floor1_Kitchen_Other_Humidity,43.4,2024-06-05 13:55:29,5.14
CO@4_4_12,House 4_Floor1_Kitchen_Other_CO2,300.0,2024-06-05 13:51:39,4.96
CO@4_4_124,House 4_Floor2_Bathroom_Other_Window1,1.0,2024-03-28 06:47:17,
CO@4_4_127,House 4_Floor2_Bathroom_Other_Door1,,,
CO@4_4_13,House 4_Floor1_Kitchen_Other_Occupancy,0.0,2024-06-05 12:10:53,
CO@4_4_14,House 4_Floor1_Kitchen_Other_Window1,,,
CO@4_4_17,House 4_Floor1_Kitchen_Other_Door1,0.0,2024-05-22 09:50:06,
CO@4_4_18,House 4_Floor1_Kitchen_Other_Door2,1.0,2024-05-15 10:52:15,
CO@4_4_2,House 4_Floor1_LivingRoom_Other_CO2,226.88,2024-06-05 13:52:20,4.82
CO@4_4_20,House 4_Floor1_Hallway_Other_Temperature,18.45,2024-06-05 13:55:54,2.99
CO@4_4_27,House 4_Floor1_Hallway_Other_Door1,1.0,2024-06-04 15:31:53,
CO@4_4_3,House 4_Floor1_LivingRoom_Other_Occupancy,0.0,2024-06-04 12:27:33,
CO@4_4_30,House 4_Floor1_DiningRoom_Other_Temperature,22.62,2024-06-05 13:52:47,4.99
CO@4_4_31,House 4_Floor1_DiningRoom_Other_Humidity,48.44,2024-06-05 13:52:07,5.15
CO@4_4_32,House 4_Floor1_DiningRoom_Other_CO2,266.88,2024-06-05 13:52:47,4.96
CO@4_4_33,House 4_Floor1_DiningRoom_Other_Occupancy,0.0,2024-06-04 12:23:36,
CO@4_4_34,House 4_Floor1_DiningRoom_Other_Window1,1.0,2024-03-07 13:08:31,
CO@4_4_37,House 4_Floor1_DiningRoom_Other_Door1,0.0,2024-05-21 12:27:24,
CO@4_4_4,House 4_Floor1_LivingRoom_Other_Window1,1.0,2023-12-19 10:16:30,
CO@4_4_64,House 4_Floor1_WC_Other_Window1,1.0,2024-03-28 06:47:06,
CO@4_4_67,House 4_Floor1_WC_Other_Door1,0.0,2024-03-07 14:58:48,
CO@4_4_7,House 4_Floor1_LivingRoom_Other_Door1,1.0,2024-03-07 13:10:47,
CO@4_4_70,House 4_Floor2_Landing_Other_Temperature,20.88,2024-06-05 13:53:48,2.99
CO@4_4_80,House 4_Floor2_Bed1_Other_Temperature,22.5,2024-06-05 13:55:01,4.95
CO@4_4_81,House 4_Floor2_Bed1_Other_Humidity,49.84,2024-06-05 13:53:51,5.14
CO@4_4_82,House 4_Floor2_Bed1_Other_CO2,237.92000000000002,2024-06-05 13:55:01,4.42
CO@4_4_83,House 4_Floor2_Bed1_Other_Occupancy,0.0,2024-06-04 12:24:27,
CO@4_4_84,House 4_Floor2_Bed1_Other_Window1,0.0,2023-12-11 13:56:20,
CO@4_4_87,House 4_Floor2_Bed1_Other_Door1,0.0,2024-03-28 13:07:57,
CO@4_4_90,House 4_Floor2_Bed2_Other_Temperature,22.92,2024-06-05 13:54:38,4.99
CO@4_4_91,House 4_Floor2_Bed2_Other_Humidity,46.52,2024-06-05 13:53:28,5.17
CO@4_4_92,House 4_Floor2_Bed2_Other_CO2,190.88,2024-06-05 13:54:48,3.03
CO@4_4_93,House 4_Floor2_Bed2_Other_Occupancy,0.0,2024-06-05 12:14:15,
CO@4_4_94,House 4_Floor2_Bed2_Other_Window1,1.0,2024-03-28 13:14:44,
CO@4_4_97,House 4_Floor2_Bed2_Other_Door1,0.0,2024-03-28 13:12:19,
CO@4_5_0,House 4_Floor_Global_HeatingControl_HeatDemandPWM,0.0,2024-06-05 13:53:59,5.0
CO@4_5_10,House 4_Floor1_Kitchen_HeatingControl_Setpoint,19.0,2024-03-28 13:45:42,
CO@4_5_11,House 4_Floor1_Kitchen_HeatingControl_Setpoint_Status,18.0,2024-06-05 10:54:01,
CO@4_5_13,House 4_Floor1_Kitchen_HeatingControl_HeatDemandPERC,0.0,2024-06-05 13:56:59,3.0
CO@4_5_14,House 4_Floor1_Kitchen_HeatingControl_HeatDemand_Status,0.0,2024-06-05 13:30:57,
CO@4_5_15,House 4_Floor1_Hallway_HeatingControl_Setpoint,22.0,2024-03-28 13:21:20,
CO@4_5_16,House 4_Floor1_Hallway_HeatingControl_Setpoint_Status,18.0,2024-06-05 10:54:01,
CO@4_5_18,House 4_Floor1_Hallway_HeatingControl_HeatDemandPERC,0.0,2024-06-05 13:53:59,3.0
CO@4_5_19,House 4_Floor1_Hallway_HeatingControl_HeatDemand_Status,0.0,2024-06-05 10:54:33,74.34
CO@4_5_2,House 4_Floor_Global_HeatingControl_HeatDemand_Status,0.0,2024-06-05 10:54:01,158.3
CO@4_5_20,House 4_Floor1_DiningRoom_HeatingControl_Setpoint,18.0,2024-03-28 13:34:54,
CO@4_5_200,House 4_Floor_Global_HeatingControl_CentralSetpoint_Control,18.0,2024-06-05 10:54:01,
CO@4_5_201,House 4_Floor_Global_HeatingControl_CentralSetpoint_Status,18.0,2024-06-05 10:54:01,
CO@4_5_202,House 4_Floor_Global_HeatingControl_CentralOnOff_Control,,,
CO@4_5_203,House 4_Floor_Global_HeatingControl_CentralOnOff_Status,,,
CO@4_5_21,House 4_Floor1_DiningRoom_HeatingControl_Setpoint_Status,18.0,2024-06-05 10:54:01,
CO@4_5_23,House 4_Floor1_DiningRoom_HeatingControl_HeatDemandPERC,0.0,2024-06-05 13:53:59,3.0
CO@4_5_24,House 4_Floor1_DiningRoom_HeatingControl_HeatDemand_Status,0.0,2024-06-05 10:54:05,
CO@4_5_3,House 4_Floor_Global_HeatingControl_HotWater_Control,,,
CO@4_5_4,House 4_Floor_Global_HeatingControl_HotWater_Status,,,
CO@4_5_40,House 4_Floor2_Bed1_HeatingControl_Setpoint,18.0,2024-05-23 12:00:27,
CO@4_5_41,House 4_Floor2_Bed1_HeatingControl_Setpoint_Status,18.0,2024-05-23 12:00:27,
CO@4_5_43,House 4_Floor2_Bed1_HeatingControl_HeatDemandPERC,0.0,2024-06-05 13:54:54,3.0
CO@4_5_44,House 4_Floor2_Bed1_HeatingControl_HeatDemand_Status,0.0,2024-05-30 13:54:16,
CO@4_5_45,House 4_Floor2_Bed2_HeatingControl_Setpoint,18.0,2024-05-23 12:00:36,
CO@4_5_46,House 4_Floor2_Bed2_HeatingControl_Setpoint_Status,18.0,2024-06-05 10:54:01,
CO@4_5_48,House 4_Floor2_Bed2_HeatingControl_HeatDemandPERC,0.0,2024-06-05 13:53:59,3.0
CO@4_5_49,House 4_Floor2_Bed2_HeatingControl_HeatDemand_Status,0.0,2024-06-05 10:54:09,
CO@4_5_5,House 4_Floor1_LivingRoom_HeatingControl_Setpoint,16.5,2024-04-24 14:12:35,
CO@4_5_50,House 4_Floor2_Bed3_HeatingControl_Setpoint,18.0,2024-05-23 12:01:24,
CO@4_5_51,House 4_Floor2_Bed3_HeatingControl_Setpoint_Status,18.0,2024-06-05 10:54:01,
CO@4_5_53,House 4_Floor2_Bed3_HeatingControl_HeatDemandPERC,0.0,2024-06-05 13:53:59,3.0
CO@4_5_54,House 4_Floor2_Bed3_HeatingControl_HeatDemand_Status,86.0,2024-03-28 13:29:48,
CO@4_5_6,House 4_Floor1_LivingRoom_HeatingControl_Setpoint_Status,18.0,2024-06-05 10:54:01,
CO@4_5_62,House 4_Floor2_Bathroom_HeatingControl_HeatDemandPWM,,,
CO@4_5_67,House 4_Floor2_Ensuite_HeatingControl_HeatDemandPWM,,,
CO@4_5_8,House 4_Floor1_LivingRoom_HeatingControl_HeatDemandPERC,0.0,2024-06-05 13:53:59,3.0
CO@4_5_9,House 4_Floor1_LivingRoom_HeatingControl_HeatDemand_Status,0.0,2024-06-05 10:54:05,
CO@5_0_1,House 5_Floor_Global_Electric_Voltage,246.0,2024-05-30 14:26:34,
CO@5_0_10,House 5_Floor1_LivingRoom_Electric_Sockets_Control,,,
CO@5_0_11,House 5_Floor1_LivingRoom_Electric_Sockets_Status,,,
CO@5_0_122,House 5_Floor2_Landing_Electric_Lights_Control,0.0,2024-04-03 13:59:31,
CO@5_0_123,House 5_Floor2_Landing_Electric_Lights_Status,0.0,2024-04-03 13:59:31,
CO@5_0_125,House 5_Floor2_Landing_Electric_Lights_Current,0.0,2024-04-03 13:59:39,
CO@5_0_126,House 5_Floor2_Landing_Electric_Lights_Power,0.0,2024-04-03 13:59:39,
CO@5_0_128,House 5_Floor2_Landing_Electric_Lights_CumEnergy,,,
CO@5_0_13,House 5_Floor1_LivingRoom_Electric_Sockets_Current,0.0,2023-12-11 14:38:02,
CO@5_0_130,House 5_Floor2_Bed1_Electric_Lights_Control,0.0,2024-04-03 17:00:53,
CO@5_0_131,House 5_Floor2_Bed1_Electric_Lights_Status,0.0,2024-04-03 17:00:54,
CO@5_0_133,House 5_Floor2_Bed1_Electric_Lights_Current,0.0,2024-04-03 17:00:58,
CO@5_0_134,House 5_Floor2_Bed1_Electric_Lights_Power,0.0,2024-04-03 17:00:58,
CO@5_0_136,House 5_Floor2_Bed1_Electric_Lights_CumEnergy,,,
CO@5_0_138,House 5_Floor2_Bed2_Electric_Lights_Control,0.0,2024-04-08 10:00:41,
CO@5_0_139,House 5_Floor2_Bed2_Electric_Lights_Status,0.0,2024-04-08 10:00:39,
CO@5_0_14,House 5_Floor1_LivingRoom_Electric_Sockets_Power,0.0,2023-12-11 14:38:04,
CO@5_0_141,House 5_Floor2_Bed2_Electric_Lights_Current,0.0,2023-12-11 14:39:20,
CO@5_0_142,House 5_Floor2_Bed2_Electric_Lights_Power,0.0,2023-12-11 14:39:30,
CO@5_0_144,House 5_Floor2_Bed2_Electric_Lights_CumEnergy,,,
CO@5_0_146,House 5_Floor2_Bed3_Electric_Lights_Control,0.0,2024-04-10 13:35:59,
CO@5_0_147,House 5_Floor2_Bed3_Electric_Lights_Status,0.0,2024-04-16 11:20:24,
CO@5_0_149,House 5_Floor2_Bed3_Electric_Lights_Current,0.03500000014901161,2024-04-10 09:49:53,
CO@5_0_150,House 5_Floor2_Bed3_Electric_Lights_Power,8.050000190734863,2024-04-10 09:49:53,
CO@5_0_152,House 5_Floor2_Bed3_Electric_Lights_CumEnergy,,,
CO@5_0_16,House 5_Floor1_LivingRoom_Electric_Sockets_CumEnergy,,,
CO@5_0_162,House 5_Floor2_Bathroom_Electric_Lights_Control,0.0,2024-04-02 14:15:29,
CO@5_0_163,House 5_Floor2_Bathroom_Electric_Lights_Status,0.0,2024-04-02 14:15:29,
CO@5_0_165,House 5_Floor2_Bathroom_Electric_Lights_Current,0.0,2024-04-02 14:15:34,
CO@5_0_166,House 5_Floor2_Bathroom_Electric_Lights_Power,0.0,2024-04-02 14:15:34,
CO@5_0_168,House 5_Floor2_Bathroom_Electric_Lights_CumEnergy,0.0,2023-11-28 12:18:23,
CO@5_0_170,House 5_Floor2_WCFF_Electric_Lights_Control,1.0,2024-04-10 13:36:51,
CO@5_0_171,House 5_Floor2_WCFF_Electric_Lights_Status,1.0,2024-04-10 13:36:57,
CO@5_0_173,House 5_Floor2_WCFF_Electric_Lights_Current,0.1679999977350235,2024-04-10 13:37:27,
CO@5_0_174,House 5_Floor2_WCFF_Electric_Lights_Power,38.63999938964844,2024-04-10 13:37:22,
CO@5_0_176,House 5_Floor2_WCFF_Electric_Lights_CumEnergy,,,
CO@5_0_18,House 5_Floor1_Kitchen_Electric_Sockets_Control,,,
CO@5_0_19,House 5_Floor1_Kitchen_Electric_Sockets_Status,0.0,2024-04-16 11:20:27,
CO@5_0_194,House 5_Floor_Global_Electric_Immersion_Control,,,
CO@5_0_195,House 5_Floor_Global_Electric_Immersion_Status,,,
CO@5_0_197,House 5_Floor_Global_Electric_Immersion_Current,,,
CO@5_0_198,House 5_Floor_Global_Electric_Immersion_Power,,,
CO@5_0_2,House 5_Floor_Global_Electric_Current,0.8500000238418579,2024-05-30 14:26:34,
CO@5_0_200,House 5_Floor_Global_Electric_Immersion_CumEnergy,,,
CO@5_0_202,House 5_Floor1_Kitchen_Electric_Hob_Control,,,
CO@5_0_203,House 5_Floor1_Kitchen_Electric_Hob_Status,,,
CO@5_0_204,House 5_Floor1_Kitchen_Electric_Hob_Voltage,,,
CO@5_0_205,House 5_Floor1_Kitchen_Electric_Hob_Current,0.020999999716877937,2024-04-15 15:15:02,
CO@5_0_206,House 5_Floor1_Kitchen_Electric_Hob_Power,4.829999923706055,2024-04-15 15:14:58,
CO@5_0_208,House 5_Floor1_Kitchen_Electric_Hob_CumEnergy,17.0,2024-04-01 13:52:54,
CO@5_0_21,House 5_Floor1_Kitchen_Electric_Sockets_Current,0.0,2023-12-11 14:38:17,
CO@5_0_22,House 5_Floor1_Kitchen_Electric_Sockets_Power,0.0,2023-12-11 14:38:20,
CO@5_0_24,House 5_Floor1_Kitchen_Electric_Sockets_CumEnergy,,,
CO@5_0_240,House 5_Floor_Global_Electric_Lights_ALL Control,0.0,2024-03-12 09:38:37,
CO@5_0_241,House 5_Floor_Global_Electric_Sockets_All Control,1.0,2024-03-12 09:38:40,
CO@5_0_26,House 5_Floor1_DiningRoom_Electric_Sockets_Control,,,
CO@5_0_27,House 5_Floor1_DiningRoom_Electric_Sockets_Status,,,
CO@5_0_29,House 5_Floor1_DiningRoom_Electric_Sockets_Current,0.0,2023-12-11 14:38:08,
CO@5_0_3,House 5_Floor_Global_Electric_Power,172.3000030517578,2024-05-30 14:26:33,
CO@5_0_30,House 5_Floor1_DiningRoom_Electric_Sockets_Power,0.0,2023-12-11 14:38:10,
CO@5_0_32,House 5_Floor1_DiningRoom_Electric_Sockets_CumEnergy,,,
CO@5_0_34,House 5_Floor2_Bed1_Electric_Sockets_Control,,,
CO@5_0_35,House 5_Floor2_Bed1_Electric_Sockets_Status,,,
CO@5_0_37,House 5_Floor2_Bed1_Electric_Sockets_Current,0.0,2023-12-11 14:38:24,
CO@5_0_38,House 5_Floor2_Bed1_Electric_Sockets_Power,0.0,2023-12-11 14:38:26,
CO@5_0_4,House 5_Floor_Global_Electric_AppPower,204.75,2024-05-30 14:30:13,
CO@5_0_40,House 5_Floor2_Bed1_Electric_Sockets_CumEnergy,,,
CO@5_0_42,House 5_Floor2_Bed2_Electric_Sockets_Control,,,
CO@5_0_43,House 5_Floor2_Bed2_Electric_Sockets_Status,,,
CO@5_0_45,House 5_Floor2_Bed2_Electric_Sockets_Current,0.0,2023-12-11 14:38:32,
CO@5_0_46,House 5_Floor2_Bed2_Electric_Sockets_Power,0.0,2023-12-11 14:38:38,
CO@5_0_48,House 5_Floor2_Bed2_Electric_Sockets_CumEnergy,,,
CO@5_0_5,House 5_Floor_Global_Electric_ReacPower,-69.83999633789062,2024-05-30 14:26:33,
CO@5_0_50,House 5_Floor2_Bed3_Electric_Sockets_Control,,,
CO@5_0_51,House 5_Floor2_Bed3_Electric_Sockets_Status,,,
CO@5_0_53,House 5_Floor2_Bed3_Electric_Sockets_Current,0.0,2023-12-11 14:38:42,
CO@5_0_54,House 5_Floor2_Bed3_Electric_Sockets_Power,0.0,2023-12-11 14:38:44,
CO@5_0_56,House 5_Floor2_Bed3_Electric_Sockets_CumEnergy,,,
CO@5_0_6,House 5_Floor_Global_Electric_PowerFactor,0.8260000348091125,2024-05-30 14:26:33,
CO@5_0_66,House 5_Floor1_LivingRoom_Electric_Lights_Control,0.0,2024-05-22 16:06:04,
CO@5_0_67,House 5_Floor1_LivingRoom_Electric_Lights_Status,0.0,2024-05-22 16:06:04,
CO@5_0_69,House 5_Floor1_LivingRoom_Electric_Lights_Current,0.0,2024-05-22 16:06:08,
CO@5_0_7,House 5_Floor_Global_Electric_CumEnergy,3.1531037135312006e-39,2024-05-30 15:38:43,
CO@5_0_70,House 5_Floor1_LivingRoom_Electric_Lights_Power,0.0,2024-05-22 16:06:08,
CO@5_0_72,House 5_Floor1_LivingRoom_Electric_Lights_CumEnergy,,,
CO@5_0_74,House 5_Floor1_Kitchen_Electric_Lights_Control,0.0,2024-04-09 06:40:28,
CO@5_0_75,House 5_Floor1_Kitchen_Electric_Lights_Status,0.0,2024-04-09 06:40:28,
CO@5_0_77,House 5_Floor1_Kitchen_Electric_Lights_Current,0.0,2024-04-09 06:40:32,
CO@5_0_78,House 5_Floor1_Kitchen_Electric_Lights_Power,0.0,2024-04-09 06:40:32,
CO@5_0_8,House 5_Floor_Global_Electric_CumReactEnergy,4010.0,2024-05-30 14:26:39,
CO@5_0_80,House 5_Floor1_Kitchen_Electric_Lights_CumEnergy,,,
CO@5_0_82,House 5_Floor1_Hallway_Electric_Lights_Control,0.0,2024-04-03 17:00:30,
CO@5_0_83,House 5_Floor1_Hallway_Electric_Lights_Status,0.0,2024-04-03 17:00:31,
CO@5_0_85,House 5_Floor1_Hallway_Electric_Lights_Current,0.0,2024-04-03 17:00:35,
CO@5_0_86,House 5_Floor1_Hallway_Electric_Lights_Power,0.0,2024-04-03 17:00:34,
CO@5_0_88,House 5_Floor1_Hallway_Electric_Lights_CumEnergy,,,
CO@5_0_9,House 5_Floor_Global_Electric_ACFrequency,50.019996643066406,2024-05-30 14:26:34,
CO@5_0_90,House 5_Floor1_DiningRoom_Electric_Lights_Control,0.0,2024-04-03 11:44:38,
CO@5_0_91,House 5_Floor1_DiningRoom_Electric_Lights_Status,0.0,2024-03-12 09:38:37,
CO@5_0_93,House 5_Floor1_DiningRoom_Electric_Lights_Current,1024416809.0,2023-12-18 14:51:22,
CO@5_0_94,House 5_Floor1_DiningRoom_Electric_Lights_Power,1090571469.0,2023-12-18 14:51:20,
CO@5_0_96,House 5_Floor1_DiningRoom_Electric_Lights_CumEnergy,,,
CO@5_1_11,House 5_Floor2_Bathroom_Electric_Radiator_Current,,,
CO@5_1_12,House 5_Floor2_Bathroom_Electric_Radiator_Power,,,
CO@5_1_14,House 5_Floor2_Bathroom_Electric_Radiator_CumEnergy,,,
CO@5_1_30,,,
CO@5_1_31,,,
CO@5_1_32,,,
CO@5_1_33,,,
CO@5_1_34,,,
CO@5_1_35,,,
CO@5_1_36,,,
CO@5_1_37,,,
CO@5_1_38,,,
CO@5_1_39,,,
CO@5_1_40,,,
CO@5_1_41,,,
CO@5_1_42,,,
CO@5_1_43,,,
CO@5_1_44,,,
CO@5_1_45,,,
CO@5_1_46,,,
CO@5_1_47,,,
CO@5_1_48,,,
CO@5_1_49,,,
CO@5_1_50,,,
CO@5_1_51,,,
CO@5_1_52,,,
CO@5_1_53,,,
CO@5_1_54,,,
CO@5_1_55,,,
CO@5_1_56,,,
CO@5_1_57,,,
CO@5_1_58,,,
CO@5_1_59,,,
CO@5_1_8,House 5_Floor2_Bathroom_Electric_Radiator_Control,,,
CO@5_1_9,House 5_Floor2_Bathroom_Electric_Radiator_Status,,,
CO@5_2_0,House 5_Floor_Global_Gas_Volume,497.5299987792969,2024-06-05 13:53:10,15.0
CO@5_3_0,House 5_Floor_Global_Water_Meter_Volume,861.5,2024-06-05 13:54:12,5.0
CO@5_3_1,House 5_Floor_Global_Water_Meter_Flow,0.0,2024-06-05 13:54:12,5.0
CO@5_3_10,House 5_Floor1_Kitchen_Water_SinkCold_Temp,9.5,2024-06-04 05:15:12,533.32
CO@5_3_11,House 5_Floor1_Kitchen_Water_SinkHot_Volume,8.547920632381384e-44,2024-05-17 13:48:46,
CO@5_3_12,House 5_Floor1_Kitchen_Water_SinkHot_Flow,0.0,2024-05-17 13:48:51,
CO@5_3_13,House 5_Floor1_Kitchen_Water_SinkHot_Temp,10.0,2024-06-04 16:00:53,955.99
CO@5_3_20,House 5_Floor2_Bathroom_Water_SinkCold_Volume,2.1019476964872256e-44,2024-04-10 10:01:09,
CO@5_3_21,House 5_Floor2_Bathroom_Water_SinkCold_Flow,0.0,2024-04-10 10:01:21,
