sensor_key,sensor_description,value,last_shared_date,period(min)
CO@6_5_60,House 6_Floor1_Bathroom_HeatingControl_Setpoint,26.0,2024-03-28 13:54:05,
CO@6_5_61,House 6_Floor1_Bathroom_HeatingControl_Setpoint_Status,18.0,2024-05-23 11:59:42,
CO@6_5_62,House 6_Floor1_Bathroom_HeatingControl_HeatDemandPWM,0.0,2024-06-05 13:56:10,3.0
CO@6_5_63,House 6_Floor1_Bathroom_HeatingControl_HeatDemandPERC,,,
CO@6_5_64,House 6_Floor1_Bathroom_HeatingControl_HeatDemand_Status,0.0,2024-06-05 11:18:36,
CO@6_5_8,House 6_Floor1_LivingRoom_HeatingControl_HeatDemandPERC,85.0,2024-06-05 13:56:40,3.0
CO@6_5_9,House 6_Floor1_LivingRoom_HeatingControl_HeatDemand_Status,84.0,2024-06-05 13:35:42,
CO@7_0_1,House 7_Floor_Global_Electric_Voltage,247.0,2024-06-05 10:50:44,402.69
CO@7_0_10,House 7_Floor1_LivingRoom_Electric_Sockets_Control,,,
CO@7_0_11,House 7_Floor1_LivingRoom_Electric_Sockets_Status,,,
CO@7_0_122,House 7_Floor1_Landing_Electric_Lights_Control,,,
CO@7_0_13,House 7_Floor1_LivingRoom_Electric_Sockets_Current,,,
CO@7_0_130,House 7_Floor1_Bed1_Electric_Lights_Control,,,
CO@7_0_131,House 7_Floor1_Bed1_Electric_Lights_Status,1.0,2024-04-12 11:28:08,
CO@7_0_133,House 7_Floor1_Bed1_Electric_Lights_Current,1028174905.0,2023-12-05 11:15:55,
CO@7_0_134,House 7_Floor1_Bed1_Electric_Lights_Power,1094104121.0,2023-12-05 11:15:53,
CO@7_0_136,House 7_Floor1_Bed1_Electric_Lights_CumEnergy,,,
CO@7_0_138,House 7_Floor1_Bed2_Electric_Lights_Control,,,
CO@7_0_139,House 7_Floor1_Bed2_Electric_Lights_Status,1.0,2024-04-12 11:28:11,
CO@7_0_14,House 7_Floor1_LivingRoom_Electric_Sockets_Power,,,
CO@7_0_141,House 7_Floor1_Bed2_Electric_Lights_Current,0.0,2023-12-21 14:14:57,
CO@7_0_142,House 7_Floor1_Bed2_Electric_Lights_Power,0.0,2023-12-21 14:14:55,
CO@7_0_144,House 7_Floor1_Bed2_Electric_Lights_CumEnergy,,,
CO@7_0_16,House 7_Floor1_LivingRoom_Electric_Sockets_CumEnergy,,,
CO@7_0_162,House 7_Floor1_Bathroom_Electric_Lights_Control,0.0,2024-05-28 14:51:12,
CO@7_0_163,House 7_Floor1_Bathroom_Electric_Lights_Status,0.0,2024-05-28 14:51:12,
CO@7_0_165,House 7_Floor1_Bathroom_Electric_Lights_Current,0.3089999854564667,2024-05-28 14:51:16,
CO@7_0_166,House 7_Floor1_Bathroom_Electric_Lights_Power,43.50600051879883,2024-06-04 12:28:57,394.59
CO@7_0_168,House 7_Floor1_Bathroom_Electric_Lights_CumEnergy,307.0,2024-05-21 06:33:31,
CO@7_0_178,House 7_Floor_Stairwell_Electric_Lights_Control,0.0,2024-05-29 14:57:34,
CO@7_0_179,House 7_Floor_Stairwell_Electric_Lights_Status,0.0,2024-05-29 14:57:34,
CO@7_0_18,House 7_Floor1_Kitchen_Electric_Sockets_Control,,,
CO@7_0_181,House 7_Floor_Stairwell_Electric_Lights_Current,0.0,2024-04-09 06:45:02,
CO@7_0_182,House 7_Floor_Stairwell_Electric_Lights_Power,64.76200103759766,2024-04-18 05:32:49,
CO@7_0_184,House 7_Floor_Stairwell_Electric_Lights_CumEnergy,3.0,2024-04-18 04:08:03,
CO@7_0_19,House 7_Floor1_Kitchen_Electric_Sockets_Status,,,
CO@7_0_194,House 7_Floor_Global_Electric_Immersion_Control,,,
CO@7_0_195,House 7_Floor_Global_Electric_Immersion_Status,,,
CO@7_0_196,House 7_Floor_Global_Electric_Immersion_Voltage,,,
CO@7_0_197,House 7_Floor_Global_Electric_Immersion_Current,,,
CO@7_0_198,House 7_Floor_Global_Electric_Immersion_Power,,,
CO@7_0_2,House 7_Floor_Global_Electric_Current,1066133357.0,2023-12-01 18:41:08,
CO@7_0_200,House 7_Floor_Global_Electric_Immersion_CumEnergy,,,
CO@7_0_202,House 7_Floor1_Kitchen_Electric_Hob_Control,,,
CO@7_0_203,House 7_Floor1_Kitchen_Electric_Hob_Status,,,
CO@7_0_204,House 7_Floor1_Kitchen_Electric_Hob_Voltage,,,
CO@7_0_205,House 7_Floor1_Kitchen_Electric_Hob_Current,,,
CO@7_0_206,House 7_Floor1_Kitchen_Electric_Hob_Power,3.0350000858306885,2024-06-04 12:28:58,394.59
CO@7_0_208,House 7_Floor1_Kitchen_Electric_Hob_CumEnergy,15.0,2024-05-22 18:34:11,
CO@7_0_21,House 7_Floor1_Kitchen_Electric_Sockets_Current,,,
CO@7_0_22,House 7_Floor1_Kitchen_Electric_Sockets_Power,,,
CO@7_0_24,House 7_Floor1_Kitchen_Electric_Sockets_CumEnergy,,,
CO@7_0_240,House 7_Floor_Global_Electric_Lights_ALL Control,0.0,2024-04-18 08:01:30,
CO@7_0_241,House 7_Floor_Global_Electric_Sockets_All Control,,,
CO@7_0_3,House 7_Floor_Global_Electric_Power,307.7099914550781,2024-06-04 12:27:34,57.05
CO@7_0_34,House 7_Floor1_Bed1_Electric_Sockets_Control,,,
CO@7_0_35,House 7_Floor1_Bed1_Electric_Sockets_Status,,,
CO@7_0_37,House 7_Floor1_Bed1_Electric_Sockets_Current,,,
CO@7_0_38,House 7_Floor1_Bed1_Electric_Sockets_Power,,,
CO@7_0_4,House 7_Floor_Global_Electric_AppPower,97.31999969482422,2024-06-04 12:28:57,31.63
CO@7_0_40,House 7_Floor1_Bed1_Electric_Sockets_CumEnergy,,,
CO@7_0_42,House 7_Floor1_Bed2_Electric_Sockets_Control,,,
CO@7_0_43,House 7_Floor1_Bed2_Electric_Sockets_Status,,,
CO@7_0_45,House 7_Floor1_Bed2_Electric_Sockets_Current,,,
CO@7_0_46,House 7_Floor1_Bed2_Electric_Sockets_Power,,,
CO@7_0_48,House 7_Floor1_Bed2_Electric_Sockets_CumEnergy,,,
CO@7_0_5,House 7_Floor_Global_Electric_ReacPower,443.72998046875,2024-02-28 01:01:02,
CO@7_0_6,House 7_Floor_Global_Electric_PowerFactor,0.6170000433921814,2024-06-04 15:56:13,59.16
CO@7_0_66,House 7_Floor1_LivingRoom_Electric_Lights_Control,0.0,2024-05-23 09:52:32,
CO@7_0_67,House 7_Floor1_LivingRoom_Electric_Lights_Status,0.0,2024-05-23 09:52:32,
CO@7_0_69,House 7_Floor1_LivingRoom_Electric_Lights_Current,0.0,2024-05-23 09:52:36,
CO@7_0_7,House 7_Floor_Global_Electric_CumEnergy,9.646510602442754e-39,2024-06-05 13:50:51,15.0
CO@7_0_70,House 7_Floor1_LivingRoom_Electric_Lights_Power,0.0,2024-05-23 09:52:36,
CO@7_0_72,House 7_Floor1_LivingRoom_Electric_Lights_CumEnergy,,,
CO@7_0_74,House 7_Floor1_Kitchen_Electric_Lights_Control,,,
CO@7_0_75,House 7_Floor1_Kitchen_Electric_Lights_Status,1.0,2024-04-12 11:28:02,
CO@7_0_77,House 7_Floor1_Kitchen_Electric_Lights_Current,1032805417.0,2023-12-11 10:56:00,
CO@7_0_78,House 7_Floor1_Kitchen_Electric_Lights_Power,1098616144.0,2023-12-11 10:55:58,
CO@7_0_8,House 7_Floor_Global_Electric_CumReactEnergy,390.0,2024-06-05 13:50:51,15.0
CO@7_0_80,House 7_Floor1_Kitchen_Electric_Lights_CumEnergy,,,
CO@7_0_82,House 7_Floor1_Hallway_Electric_Lights_Control,0.0,2024-05-23 10:06:39,
CO@7_0_83,House 7_Floor1_Hallway_Electric_Lights_Status,0.0,2024-05-23 10:06:39,
CO@7_0_85,House 7_Floor1_Hallway_Electric_Lights_Current,0.0,2024-05-23 10:06:43,
CO@7_0_86,House 7_Floor1_Hallway_Electric_Lights_Power,0.0,2024-05-23 10:06:43,
CO@7_0_88,House 7_Floor1_Hallway_Electric_Lights_CumEnergy,,,
CO@7_0_9,House 7_Floor_Global_Electric_ACFrequency,49.93999481201172,2024-06-05 13:38:57,33.97
CO@7_1_11,House 7_Floor1_Bathroom_Electric_Radiator_Current,,,
CO@7_1_12,House 7_Floor1_Bathroom_Electric_Radiator_Power,,,
CO@7_1_14,House 7_Floor1_Bathroom_Electric_Radiator_CumEnergy,,,
CO@7_1_213,House 7_Floor1_LivingRoom_Electric_Radiator_Status,0.0,2024-05-24 17:16:19,
CO@7_1_215,House 7_Floor1_Hallway_Electric_Radiator_Status,0.0,2024-05-24 17:16:21,
CO@7_1_217,House 7_Floor1_Bed1_Electric_Radiator_Status,0.0,2024-05-14 01:35:48,
CO@7_1_219,House 7_Floor1_Bed2_Electric_Radiator_Status,,,
CO@7_1_8,House 7_Floor1_Bathroom_Electric_Radiator_Control,,,
CO@7_1_9,House 7_Floor1_Bathroom_Electric_Radiator_Status,,,
CO@7_2_0,House 7_Floor_Global_Gas_Volume,0.0,2024-06-05 13:49:38,15.0
CO@7_3_0,House 7_Floor_Global_Water_Meter_Volume,739.7999877929688,2024-06-05 13:53:44,5.0
CO@7_3_1,House 7_Floor_Global_Water_Meter_Flow,0.0,2024-06-05 13:53:44,5.0
CO@7_3_10,House 7_Floor1_Kitchen_Water_SinkCold_Temp,11.8,2024-06-04 03:12:02,514.34
CO@7_3_11,House 7_Floor1_Kitchen_Water_SinkHot_Volume,4.0637655465419695e-44,2024-03-26 09:12:55,
CO@7_3_12,House 7_Floor1_Kitchen_Water_SinkHot_Flow,0.0,2024-03-26 09:13:05,
CO@7_3_13,House 7_Floor1_Kitchen_Water_SinkHot_Temp,11.6,2024-06-04 09:39:20,571.85
CO@7_3_20,House 7_Floor1_Bathroom_Water_SinkCold_Volume,8.923468620820435e-42,2024-03-28 13:05:18,
CO@7_3_21,House 7_Floor1_Bathroom_Water_SinkCold_Flow,0.0,2024-03-28 13:05:53,
CO@7_3_22,House 7_Floor1_Bathroom_Water_SinkCold_Temp,11.3,2024-06-05 13:53:54,581.74
CO@7_3_23,House 7_Floor1_Bathroom_Water_SinkHot_Volume,2.382207389352189e-44,2024-03-26 15:55:47,
CO@7_3_24,House 7_Floor1_Bathroom_Water_SinkHot_Flow,0.0,2024-03-26 15:56:04,
CO@7_3_25,House 7_Floor1_Bathroom_Water_SinkHot_Temp,11.1,2024-06-05 12:29:34,580.94
CO@7_3_32,House 7_Floor1_Bathroom_Water_ShowerCold_Volume,,,
CO@7_3_33,House 7_Floor1_Bathroom_Water_ShowerCold_Flow,,,
CO@7_3_34,House 7_Floor1_Bathroom_Water_ShowerCold_Temp,,,
CO@7_3_35,House 7_Floor1_Bathroom_Water_ShowerHot_Volume,17.0,2023-12-21 14:13:07,
CO@7_3_36,House 7_Floor1_Bathroom_Water_ShowerHot_Flow,,,
CO@7_3_37,House 7_Floor1_Bathroom_Water_ShowerHot_Temp,,,
CO@7_3_8,House 7_Floor1_Kitchen_Water_SinkCold_Volume,,,
CO@7_3_83,House 7_Floor1_Bathroom_Water_ToiletCold_Volume,,,
CO@7_3_84,House 7_Floor1_Bathroom_Water_ToiletCold_Flow,0.0,2024-04-05 13:31:27,
CO@7_3_85,House 7_Floor1_Bathroom_Water_ToiletCold_Temp,10.5,2024-06-05 11:21:05,992.67
CO@7_3_9,House 7_Floor1_Kitchen_Water_SinkCold_Flow,,,
CO@7_4_0,House 7_Floor1_LivingRoom_Other_Temperature,20.25,2024-06-05 13:52:58,4.99
CO@7_4_1,House 7_Floor1_LivingRoom_Other_Humidity,57.96,2024-06-05 13:52:58,5.17
CO@7_4_10,House 7_Floor1_Kitchen_Other_Temperature,23.240000000000002,2024-06-05 13:52:34,4.92
CO@7_4_11,House 7_Floor1_Kitchen_Other_Humidity,48.800000000000004,2024-06-05 13:53:36,5.09
CO@7_4_12,House 7_Floor1_Kitchen_Other_CO2,292.96,2024-06-05 13:52:47,4.98
CO@7_4_120,House 7_Floor1_Bathroom_Other_Temperature,,,
CO@7_4_127,House 7_Floor1_Bathroom_Other_Door1,0.0,2024-05-28 07:30:54,
CO@7_4_14,House 7_Floor1_Kitchen_Other_Window1,1.0,2024-03-13 11:19:09,
CO@7_4_150,House 7_Floor_Global_Other_ExternalTemp,,,
CO@7_4_151,House 7_Floor_Global_Other_ExternalHumidity,,,
CO@7_4_152,House 7_Floor_Global_Other_ExternalGlobalRadiation,,,
CO@7_4_153,House 7_Floor_Global_Other_ExternalRain,,,
CO@7_4_154,House 7_Floor_Global_Other_ExternalWindSpeed,,,
CO@7_4_155,House 7_Floor_Global_Other_ExternalWindDirection,,,
CO@7_4_2,House 7_Floor1_LivingRoom_Other_CO2,180.0,2024-06-05 13:52:58,4.99
CO@7_4_20,House 7_Floor1_Hallway_Other_Temperature,19.89,2024-06-05 13:56:39,2.99
CO@7_4_27,House 7_Floor1_Hallway_Other_Door1,1.0,2024-06-04 15:33:19,
CO@7_4_3,House 7_Floor1_LivingRoom_Other_Occupancy,0.0,2024-06-04 15:33:28,
CO@7_4_4,House 7_Floor1_LivingRoom_Other_Window1,1.0,2024-03-28 14:22:18,
CO@7_4_7,House 7_Floor1_LivingRoom_Other_Door1,1.0,2024-06-04 15:33:10,
CO@7_4_70,House 7_Floor1_Landing_Other_Temperature,15.83,2024-06-05 13:55:49,2.99
CO@7_4_80,House 7_Floor1_Bed1_Other_Temperature,22.080000000000002,2024-06-05 13:53:57,4.98
CO@7_4_81,House 7_Floor1_Bed1_Other_Humidity,57.28,2024-06-05 13:53:56,5.14
CO@7_4_82,House 7_Floor1_Bed1_Other_CO2,256.96,2024-06-05 13:53:56,4.96
CO@7_4_83,House 7_Floor1_Bed1_Other_Occupancy,0.0,2024-06-05 13:18:48,11.13
CO@7_4_84,House 7_Floor1_Bed1_Other_Window1,,,
CO@7_4_87,House 7_Floor1_Bed1_Other_Door1,0.0,2024-05-23 11:55:03,
CO@7_4_90,House 7_Floor1_Bed2_Other_Temperature,22.66,2024-06-05 13:53:10,4.96
CO@7_4_91,House 7_Floor1_Bed2_Other_Humidity,55.64,2024-06-05 13:53:10,5.14
CO@7_4_92,House 7_Floor1_Bed2_Other_CO2,294.88,2024-06-05 13:53:10,4.99
CO@7_4_93,House 7_Floor1_Bed2_Other_Occupancy,0.0,2024-06-04 12:33:40,
CO@7_4_94,House 7_Floor1_Bed2_Other_Window1,,,
CO@7_4_97,House 7_Floor1_Bed2_Other_Door1,0.0,2024-05-22 09:56:17,
CO@7_5_0,House 7_Floor_Global_HeatingControl_HeatDemandPWM,0.0,2024-06-05 13:55:05,3.0
CO@7_5_15,House 7_Floor1_Hallway_HeatingControl_Setpoint,,,
CO@7_5_16,House 7_Floor1_Hallway_HeatingControl_Setpoint_Status,18.0,2024-05-24 17:16:23,
CO@7_5_17,House 7_Floor1_Hallway_HeatingControl_HeatDemandPWM,0.0,2024-06-05 13:55:05,3.0
CO@7_5_18,House 7_Floor1_Hallway_HeatingControl_HeatDemandPERC,0.0,2024-06-05 13:55:05,3.0
CO@7_5_2,House 7_Floor_Global_HeatingControl_HeatDemand_Status,0.0,2024-05-24 17:16:21,
CO@7_5_200,House 7_Floor_Global_HeatingControl_CentralSetpoint_Control,18.0,2024-05-24 17:16:23,
CO@7_5_201,House 7_Floor_Global_HeatingControl_CentralSetpoint_Status,18.0,2024-05-24 17:16:23,
CO@7_5_202,House 7_Floor_Global_HeatingControl_CentralOnOff_Control,,,
CO@7_5_203,House 7_Floor_Global_HeatingControl_CentralOnOff_Status,,,
CO@7_5_3,House 7_Floor_Global_HeatingControl_HotWater_Control,,,
CO@7_5_4,House 7_Floor_Global_HeatingControl_HotWater_Status,,,
CO@7_5_40,House 7_Floor1_Bed1_HeatingControl_Setpoint,,,
CO@7_5_41,House 7_Floor1_Bed1_HeatingControl_Setpoint_Status,,,
CO@7_5_42,House 7_Floor1_Bed1_HeatingControl_HeatDemandPWM,1.0,2024-06-05 13:55:03,3.0
CO@7_5_43,House 7_Floor1_Bed1_HeatingControl_HeatDemandPERC,100.0,2024-06-05 13:55:03,3.0
CO@7_5_45,House 7_Floor1_Bed2_HeatingControl_Setpoint,,,
CO@7_5_46,House 7_Floor1_Bed2_HeatingControl_Setpoint_Status,,,
CO@7_5_47,House 7_Floor1_Bed2_HeatingControl_HeatDemandPWM,0.0,2024-06-05 13:55:01,3.0
CO@7_5_48,House 7_Floor1_Bed2_HeatingControl_HeatDemandPERC,0.0,2024-06-05 13:55:01,3.0
CO@7_5_5,House 7_Floor1_LivingRoom_HeatingControl_Setpoint,23.0,2024-04-23 12:45:46,
CO@7_5_6,House 7_Floor1_LivingRoom_HeatingControl_Setpoint_Status,18.0,2024-05-24 17:16:23,
CO@7_5_60,House 7_Floor1_Bathroom_HeatingControl_Setpoint,,,
CO@7_5_61,House 7_Floor1_Bathroom_HeatingControl_Setpoint_Status,,,
CO@7_5_7,House 7_Floor1_LivingRoom_HeatingControl_HeatDemandPWM,0.0,2024-06-05 13:55:05,3.0
CO@7_5_8,House 7_Floor1_LivingRoom_HeatingControl_HeatDemandPERC,0.0,2024-06-05 13:55:05,3.0
CO@8_0_1,House 8_Floor_Global_Electric_Voltage,247.8000030517578,2024-06-05 10:58:25,689.9
CO@8_0_10,House 8_Floor2_LivingRoom_Electric_Sockets_Control,1.0,2024-03-07 12:27:13,
CO@8_0_11,House 8_Floor2_LivingRoom_Electric_Sockets_Status,1.0,2024-03-07 12:27:16,
CO@8_0_122,House 8_Floor2_Landing_Electric_Lights_Control,,,
CO@8_0_13,House 8_Floor2_LivingRoom_Electric_Sockets_Current,0.03500000014901161,2024-03-07 12:33:12,
CO@8_0_130,House 8_Floor2_Bed1_Electric_Lights_Control,0.0,2024-03-15 14:30:32,
CO@8_0_131,House 8_Floor2_Bed1_Electric_Lights_Status,0.0,2024-03-15 14:30:32,
CO@8_0_133,House 8_Floor2_Bed1_Electric_Lights_Current,0.0,2024-03-15 14:30:45,
CO@8_0_134,House 8_Floor2_Bed1_Electric_Lights_Power,0.0,2024-03-15 14:30:44,
CO@8_0_136,House 8_Floor2_Bed1_Electric_Lights_CumEnergy,,,
CO@8_0_138,House 8_Floor2_Bed2_Electric_Lights_Control,0.0,2024-04-09 06:44:07,
CO@8_0_139,House 8_Floor2_Bed2_Electric_Lights_Status,0.0,2024-04-09 06:44:07,
CO@8_0_14,House 8_Floor2_LivingRoom_Electric_Sockets_Power,8.480999946594238,2024-03-07 12:33:11,
CO@8_0_141,House 8_Floor2_Bed2_Electric_Lights_Current,0.0430000014603138,2024-03-07 12:18:30,
CO@8_0_142,House 8_Floor2_Bed2_Electric_Lights_Power,10.418999671936035,2024-03-07 12:18:33,
CO@8_0_144,House 8_Floor2_Bed2_Electric_Lights_CumEnergy,,,
CO@8_0_16,House 8_Floor2_LivingRoom_Electric_Sockets_CumEnergy,0.0,2024-03-07 12:27:30,
CO@8_0_162,House 8_Floor2_Bathroom_Electric_Lights_Control,0.0,2024-05-28 14:52:01,
CO@8_0_163,House 8_Floor2_Bathroom_Electric_Lights_Status,0.0,2024-05-28 14:52:01,
CO@8_0_165,House 8_Floor2_Bathroom_Electric_Lights_Current,0.0,2024-05-28 14:52:05,
CO@8_0_166,House 8_Floor2_Bathroom_Electric_Lights_Power,0.0,2024-05-28 14:52:05,
CO@8_0_168,House 8_Floor2_Bathroom_Electric_Lights_CumEnergy,,,
CO@8_0_178,House 8_Floor_Stairwell_Electric_Lights_Control,,,
CO@8_0_179,House 8_Floor_Stairwell_Electric_Lights_Status,0.0,2024-05-28 14:52:01,
CO@8_0_18,House 8_Floor2_Kitchen_Electric_Sockets_Control,,,
CO@8_0_181,House 8_Floor_Stairwell_Electric_Lights_Current,0.0,2024-05-28 14:52:05,
CO@8_0_182,House 8_Floor_Stairwell_Electric_Lights_Power,0.0,2024-05-28 14:52:05,
CO@8_0_184,House 8_Floor_Stairwell_Electric_Lights_CumEnergy,5.0,2024-05-04 06:47:23,
CO@8_0_19,House 8_Floor2_Kitchen_Electric_Sockets_Status,,,
CO@8_0_194,House 8_Floor_Global_Electric_Immersion_Control,,,
CO@8_0_195,House 8_Floor_Global_Electric_Immersion_Status,1.0,2024-06-03 09:16:04,
CO@8_0_196,House 8_Floor_Global_Electric_Immersion_Voltage,,,
CO@8_0_197,House 8_Floor_Global_Electric_Immersion_Current,0.0,2024-06-03 09:25:57,0.03
CO@8_0_198,House 8_Floor_Global_Electric_Immersion_Power,0.0,2024-06-03 09:25:57,0.03
CO@8_0_2,House 8_Floor_Global_Electric_Current,1086448469.0,2024-01-08 13:41:57,
CO@8_0_200,House 8_Floor_Global_Electric_Immersion_CumEnergy,4.0,2024-06-03 09:16:08,
CO@8_0_202,House 8_Floor2_Kitchen_Electric_Hob_Control,1.0,2024-03-07 12:20:44,
CO@8_0_203,House 8_Floor2_Kitchen_Electric_Hob_Status,1.0,2024-03-07 12:20:45,
CO@8_0_204,House 8_Floor2_Kitchen_Electric_Hob_Voltage,,,
CO@8_0_205,House 8_Floor2_Kitchen_Electric_Hob_Current,0.0,2024-03-07 12:20:58,
CO@8_0_206,House 8_Floor2_Kitchen_Electric_Hob_Power,0.0,2024-03-07 12:20:57,
CO@8_0_208,House 8_Floor2_Kitchen_Electric_Hob_CumEnergy,0.0,2024-03-07 12:21:00,
CO@8_0_21,House 8_Floor2_Kitchen_Electric_Sockets_Current,11.439000129699707,2024-03-07 12:29:05,
CO@8_0_22,House 8_Floor2_Kitchen_Electric_Sockets_Power,2771.669921875,2024-03-07 12:29:03,
CO@8_0_24,House 8_Floor2_Kitchen_Electric_Sockets_CumEnergy,,,
CO@8_0_240,House 8_Floor_Global_Electric_Lights_ALL Control,1.0,2024-05-02 14:40:48,
CO@8_0_241,House 8_Floor_Global_Electric_Sockets_All Control,1.0,2024-03-07 12:18:37,
CO@8_0_3,House 8_Floor_Global_Electric_Power,313.989990234375,2024-05-31 13:55:10,
CO@8_0_34,House 8_Floor2_Bed1_Electric_Sockets_Control,,,
CO@8_0_35,House 8_Floor2_Bed1_Electric_Sockets_Status,,,
CO@8_0_37,House 8_Floor2_Bed1_Electric_Sockets_Current,0.0,2024-05-20 13:38:04,
CO@8_0_38,House 8_Floor2_Bed1_Electric_Sockets_Power,0.0,2024-05-20 13:38:04,
CO@8_0_4,House 8_Floor_Global_Electric_AppPower,95.18000030517578,2024-05-31 15:08:08,
CO@8_0_40,House 8_Floor2_Bed1_Electric_Sockets_CumEnergy,,,
CO@8_0_42,House 8_Floor2_Bed2_Electric_Sockets_Control,,,
CO@8_0_43,House 8_Floor2_Bed2_Electric_Sockets_Status,,,
CO@8_0_45,House 8_Floor2_Bed2_Electric_Sockets_Current,0.0,2024-03-07 12:37:29,
CO@8_0_46,House 8_Floor2_Bed2_Electric_Sockets_Power,0.0,2024-03-07 12:37:27,
CO@8_0_48,House 8_Floor2_Bed2_Electric_Sockets_CumEnergy,,,
CO@8_0_5,House 8_Floor_Global_Electric_ReacPower,-1036302418.0,2024-01-08 13:41:52,
CO@8_0_6,House 8_Floor_Global_Electric_PowerFactor,0.675000011920929,2024-06-05 12:50:27,2.84
CO@8_0_66,House 8_Floor2_LivingRoom_Electric_Lights_Control,0.0,2024-03-11 12:07:32,
CO@8_0_67,House 8_Floor2_LivingRoom_Electric_Lights_Status,0.0,2024-03-11 12:07:33,
CO@8_0_69,House 8_Floor2_LivingRoom_Electric_Lights_Current,0.0,2024-03-11 12:07:37,
CO@8_0_7,House 8_Floor_Global_Electric_CumEnergy,9.64709914779777e-39,2024-06-05 13:49:16,15.0
CO@8_0_70,House 8_Floor2_LivingRoom_Electric_Lights_Power,0.0,2024-03-11 12:07:37,
CO@8_0_72,House 8_Floor2_LivingRoom_Electric_Lights_CumEnergy,,,
CO@8_0_74,House 8_Floor2_Kitchen_Electric_Lights_Control,,,
CO@8_0_75,House 8_Floor2_Kitchen_Electric_Lights_Status,1.0,2024-03-07 12:17:58,
CO@8_0_77,House 8_Floor2_Kitchen_Electric_Lights_Current,0.08500000089406967,2024-03-07 12:18:21,
CO@8_0_78,House 8_Floor2_Kitchen_Electric_Lights_Power,20.59600067138672,2024-03-07 12:18:23,
CO@8_0_8,House 8_Floor_Global_Electric_CumReactEnergy,60.0,2024-06-05 13:49:16,15.0
CO@8_0_80,House 8_Floor2_Kitchen_Electric_Lights_CumEnergy,,,
CO@8_0_82,House 8_Floor2_Hallway_Electric_Lights_Control,0.0,2024-05-22 10:24:15,
CO@8_0_83,House 8_Floor2_Hallway_Electric_Lights_Status,0.0,2024-05-22 10:24:15,
CO@8_0_85,House 8_Floor2_Hallway_Electric_Lights_Current,0.0,2024-05-22 10:24:20,
CO@8_0_86,House 8_Floor2_Hallway_Electric_Lights_Power,0.0,2024-05-22 10:24:19,
CO@8_0_88,House 8_Floor2_Hallway_Electric_Lights_CumEnergy,,,
CO@8_0_9,House 8_Floor_Global_Electric_ACFrequency,49.899993896484375,2024-06-05 13:32:10,32.77
CO@8_1_11,House 8_Floor2_Bathroom_Electric_Radiator_Current,0.0,2024-06-03 09:16:08,
CO@8_1_12,House 8_Floor2_Bathroom_Electric_Radiator_Power,0.0,2024-06-03 09:16:08,
CO@8_1_14,House 8_Floor2_Bathroom_Electric_Radiator_CumEnergy,465.0,2024-06-03 09:16:08,
CO@8_1_213,House 8_Floor2_LivingRoom_Electric_Radiator_Status,0.0,2024-06-03 09:28:29,12.42
CO@8_1_215,House 8_Floor2_Hallway_Electric_Radiator_Status,0.0,2024-06-03 09:28:29,12.42
CO@8_1_217,House 8_Floor2_Bed1_Electric_Radiator_Status,0.0,2024-06-03 09:28:45,12.68
CO@8_1_219,House 8_Floor2_Bed2_Electric_Radiator_Status,0.0,2024-06-03 09:28:53,12.82
CO@8_1_8,House 8_Floor2_Bathroom_Electric_Radiator_Control,1.0,2024-03-07 12:31:17,
CO@8_1_9,House 8_Floor2_Bathroom_Electric_Radiator_Status,1.0,2024-06-03 09:16:04,
CO@8_2_0,House 8_Floor_Global_Gas_Volume,0.0,2024-06-05 13:43:50,14.99
CO@8_3_0,House 8_Floor_Global_Water_Meter_Volume,52.400001525878906,2024-06-05 13:54:03,5.01
CO@8_3_1,House 8_Floor_Global_Water_Meter_Flow,0.0,2024-06-05 13:54:03,5.01
CO@8_3_10,House 8_Floor2_Kitchen_Water_SinkCold_Temp,13.3,2024-06-04 08:43:55,476.42
CO@8_3_11,House 8_Floor2_Kitchen_Water_SinkHot_Volume,3.0828566215145976e-44,2024-05-16 21:53:11,
CO@8_3_12,House 8_Floor2_Kitchen_Water_SinkHot_Flow,0.0,2024-05-21 01:31:34,
CO@8_3_13,House 8_Floor2_Kitchen_Water_SinkHot_Temp,12.0,2024-06-05 13:53:54,1044.73
CO@8_3_20,House 8_Floor2_Bathroom_Water_SinkCold_Volume,,,
CO@8_3_21,House 8_Floor2_Bathroom_Water_SinkCold_Flow,0.0,2024-05-21 01:31:34,
CO@8_3_22,House 8_Floor2_Bathroom_Water_SinkCold_Temp,8.2,2024-06-04 08:43:49,496.59
CO@8_3_23,House 8_Floor2_Bathroom_Water_SinkHot_Volume,3.2229864679470793e-44,2024-03-28 16:19:09,
CO@8_3_24,House 8_Floor2_Bathroom_Water_SinkHot_Flow,0.0,2024-05-21 01:31:34,
CO@8_3_25,House 8_Floor2_Bathroom_Water_SinkHot_Temp,11.1,2024-06-05 12:20:23,498.32
CO@8_3_26,,,,
CO@8_3_27,,,,
CO@8_3_28,,,,
CO@8_3_29,,,,
CO@8_3_30,,,,
CO@8_3_31,,,,
CO@8_3_32,House 8_Floor2_Bathroom_Water_ShowerCold_Volume,2.942726775082116e-44,2024-03-07 12:36:32,
CO@8_3_33,House 8_Floor2_Bathroom_Water_ShowerCold_Flow,577.92,2024-03-07 12:36:06,
